name,latitude,longitude,road_type
Thiruvalluvar Salai,13.044886949999997,80.18599995,secondary
Arcot Road,13.045211589869886,80.18640291037613,primary
Radhakrishna Salai,13.043463500930375,80.18219390508328,tertiary
Arcot Road,13.043248663082178,80.18234364250328,primary
Arcot Road,13.042329071997006,80.18065397204181,primary
Arcot Road,13.042063200256315,80.1776222314438,primary
Arcot Road,13.041101099999999,80.17338925,primary
Arcot Road,13.040941700000001,80.17291374999999,primary
Arcot Road,13.039503404544918,80.17005649739141,primary
Arcot Road,13.038328175679192,80.16504696296579,primary
Arcot Road,13.038244778215986,80.16372945653845,primary
Arcot Road,13.038064649999999,80.16275115,primary
Alapakkam Main Road,13.03830975,80.1626588,secondary
Rajeswari Nagar Main Road,13.03778315,80.1595187,residential
Arcot Road,13.037648276639688,80.16011370340517,primary
Arcot Road,13.037001881074488,80.15825257265296,primary
"['Dr MGR Salai', 'Doctor M.G.R. Salai']",13.052708213438585,80.24434721461029,primary
Mayor Sundar Rao Street,13.049555,80.2476185,tertiary
Gopathi Narayanaswami Road,13.05009281102555,80.24823471698937,secondary
Cathedral Garden Road,13.051831203258438,80.24859388952927,tertiary
"['Uttamar Gandhi Salai (Nungambakkam High Road)', 'Doctor M.G.R. Salai']",13.05332431039507,80.24973874854658,primary
Babu Street,13.0493156,80.2500919,residential
Anna Salai (Mount Road),13.04907145,80.24977495,primary
Anna Salai,13.04954045,80.24972505,primary
Mayor Sundar Rao Street,13.049455553239945,80.24868705125034,tertiary
Uttamar Gandhi Salai,13.0519959,80.25107080000001,primary
Uttamar Gandhi Salai,13.052094472578542,80.25084573803916,primary
Anna Salai (Mount Road),13.04969515,80.2498712,primary
Eldams Road,13.038063449999997,80.2567191,secondary
Mowbrays Road,13.038344888241685,80.25698847626693,secondary
Luz Church Road,13.038748550000001,80.25752475,secondary
Musiri Subramanium Road,13.038782152036848,80.25832883152566,secondary
Musiri Subramanium Road,13.03872885,80.25924524999999,secondary
Luz Church Road,13.038640279790425,80.25858535573643,secondary
Bharathi Salai,13.058559,80.2683823,tertiary
Chinna Piliyar Koil Street,13.058983409601675,80.26865498918737,residential
Bharathi Salai,13.058388333570672,80.26739713699624,tertiary
Chinna Piliyar Koil Street,13.05952775,80.2692119,residential
Chinna Piliyar Koil Street,13.058983409601675,80.26865498918737,residential
Chinna Piliyar Koil Street,13.05952775,80.2692119,residential
Gulam Mohideen Street,13.0599562,80.26939469999999,residential
Chinna Piliyar Koil Street,13.059909706122243,80.26973074606798,residential
Chinna Piliyar Koil Street,13.06071255,80.27151745,residential
Kuppumuthu Street,13.06134045,80.27152855,residential
Chinna Piliyar Koil Street,13.060841223269653,80.27244524390913,residential
Subathral Street,13.061112449999998,80.27334955,residential
Chinna Piliyar Koil Street,13.060931418483268,80.27350795092856,residential
Chinna Piliyar Koil Street,13.060841223269653,80.27244524390913,residential
Chinna Piliyar Koil Street,13.060924199999999,80.27414759999999,residential
Chinna Piliyar Koil Street,13.060934499999998,80.2738216,residential
Chinna Piliyar Koil Street,13.060924199999999,80.27414759999999,residential
Triplicane High Road,13.06071125,80.27431594999999,secondary
Khana Bagh Street,13.060899299999997,80.27444315,residential
Triplicane High Road,13.0612514,80.27432160000001,secondary
Anna Salai (Mount Road),13.06847245,80.2717499,primary
Wallajah Road,13.0668027,80.2736567,secondary
Triplicane High Road,13.06681935,80.27371245,secondary
Triplicane High Road,13.066667249999998,80.27369635,secondary
Arunachala Acharya Street,13.065445100000002,80.2761028,residential
Wallajah Road,13.0658809,80.27596940000001,secondary
KMS Street,13.065142550000001,80.2773203,residential
Wallajah Road,13.065542024036699,80.27676910980435,secondary
Wallajah Road,13.06501848854962,80.27783811923752,secondary
Babu Jagjivanram Salai,13.064830399486228,80.27833339507983,tertiary
Babu Jagjivanram Salai,13.06316555,80.27809205,tertiary
Babu Jagjivanram Salai,13.0640316,80.2782323,tertiary
Lal Mohammed Street,13.063779403943537,80.27781079551504,residential
Babu Jagjivanram Salai,13.06316555,80.27809205,tertiary
Mosque Street,13.062551500000001,80.2777022,residential
Babu Jagjivanram Salai,13.061795033683708,80.277874786477,tertiary
Babu Jagjivanram Salai,13.06091045,80.27772535,tertiary
Parthasarathy Street,13.061050999999999,80.2775592,residential
Babu Jagjivanram Salai,13.061795033683708,80.277874786477,tertiary
Babu Jagjivanram Salai,13.05895315,80.27739505,tertiary
Sydoji Street,13.0597441,80.2772525,residential
Babu Jagjivanram Salai,13.0602508804396,80.27761327132731,tertiary
Bharathi Salai,13.058151950000001,80.27742169999999,tertiary
Babu Jagjivanram Salai,13.05895315,80.27739505,tertiary
Bharathi Salai,13.058197100000001,80.2771844,tertiary
Adams Street,13.065883314875496,80.28138845391626,residential
Wallajah Road,13.064418701628492,80.28207753554088,secondary
Kamarajar Salai,13.06793395,80.28421655,primary
Swami Sivananda Salai,13.06781550855813,80.28294289289217,tertiary
Swami Sivananda Salai,13.07157900904152,80.2748090428487,tertiary
Anna Salai (Mount Road),13.02409577357726,80.2280620754784,primary
Seshachala Mudali Street,13.023772452536354,80.22743932927487,residential
Alandur Road,13.02041405,80.2215639,tertiary
Police Lane,13.020427113182036,80.22156735489465,living_street
"['Alandur Road', 'Bazaar Road Subway', 'Bazaar Road']",13.02119179257085,80.22298657729814,tertiary
Police Lane,13.019456322804778,80.22172680275584,living_street
Alandur Road,13.0201733,80.22112530000001,tertiary
Alandur Road,13.019971838928534,80.22072608730437,tertiary
Alandur Road,13.015962149999998,80.21542675,secondary
Alandur Road,13.015070820108148,80.21485875588365,secondary
Alandur Road,13.013022420855254,80.21363657573715,secondary
Alandur Road,13.01507082010815,80.21485875588365,secondary
Alandur Road,13.00902715,80.21066795,secondary
Anna Salai (Mount Road),13.008790781271895,80.21098835829116,primary
Alandur Road,13.01065825305849,80.21194764212443,secondary
Water Works Road,13.012899312395774,80.20815229590856,secondary
Water Works Road,13.012838697399827,80.20846077092352,secondary
Alandur Road,13.013022420855256,80.21363657573717,secondary
Alandur Road,13.010658253058494,80.21194764212443,secondary
Racecourse Road,13.01018108112053,80.21588661068213,secondary
"['Anna Salai (Mount Road)', 'Guindy Bridge']",13.009522714211712,80.21347077758006,primary
Racecourse Road,13.00942405,80.21466425000001,secondary
Racecourse Road,13.005405152746173,80.2126875837362,secondary
"['Race Course Road', 'Racecourse Road']",13.00452383485147,80.21230817240227,secondary
Five Furlong Road,13.0037488,80.21203915000001,secondary
Five Furlong Road,13.002565749999999,80.21211145000001,secondary
Pillayar koil street,13.002465490057402,80.21160818487803,tertiary
Five Furlong Road,13.001708608171619,80.2126192285289,secondary
Five Furlong Road,12.9972434,80.21651,secondary
Five Furlong Road,12.99908097846683,80.21481297136711,secondary
Velachery Main Road,12.998154430901698,80.21659280005433,secondary
Triplicane High Road,13.0591031,80.2741867,secondary
Triplicane High Road,13.058288000000001,80.2740996,secondary
Bharathi Salai,13.058932800000001,80.27397705,tertiary
Bharathi Salai,13.058863257322948,80.27440451174093,tertiary
Triplicane High Road,13.059469449999998,80.274226,secondary
Abdullah Sahib Street,13.0596795,80.2737426,residential
Triplicane High Road,13.05995093484912,80.27426752812028,secondary
Triplicane High Road,13.0612514,80.27432160000001,secondary
Buchi Babu Street,13.061420848107177,80.27484548536135,residential
Triplicane High Road,13.062039406972472,80.27426351301091,secondary
Triplicane High Road,13.062523299999999,80.27420724999999,secondary
Nagappa Iyer Street,13.062403799999998,80.27410155,residential
Triplicane High Road,13.062039406972472,80.27426351301091,secondary
Chinna Thambi Street,13.0628448,80.27363915000001,residential
Triplicane High Road,13.0630954,80.27412505000001,secondary
Triplicane High Road,13.0627773,80.27416790000001,secondary
Triplicane High Road,13.0642853,80.2739391,secondary
Triplicane High Road,13.064150500000002,80.2739471,secondary
Pachiappan Street,13.064272425682107,80.27279712568125,residential
Mukutharunisa Begum Street,13.06548545,80.27363890000001,residential
Triplicane High Road,13.0655956,80.2737759,secondary
Triplicane High Road,13.06535765,80.2737989,secondary
Khana Bagh Street,13.060862499999999,80.27496239999999,residential
Buchi Babu Street,13.060718099999999,80.27505264999999,living_street
Khana Bagh Street,13.06085625,80.2753549,residential
Buchi Babu Street,13.061420848107177,80.27484548536135,residential
Veeraraghava Street (Big St),13.06097595,80.27567404999999,residential
Veeraraghava Street (Big St),13.0607317,80.27566875,residential
Khana Bagh Street,13.06085625,80.2753549,residential
Sydoji Street,13.0597402,80.2759527,residential
Veeraraghava Street (Big St),13.060168013948747,80.27569648012881,residential
Veeraraghava Street (Big St),13.059206114572056,80.2757342084901,residential
Parthasarathy Street,13.06110575,80.27593905,residential
Veeraraghava Street (Big St),13.06097595,80.27567404999999,residential
Veeraraghava Street (Big St),13.06182180041823,80.27568202280193,residential
Veeraraghava Street (Big St),13.06305325,80.2757386,residential
Veeraraghava Street (Big St),13.0627251,80.2757161,residential
Mosque Street,13.0625271,80.27597815,residential
Veeraraghava Street (Big St),13.0627251,80.2757161,residential
Veeraraghava Street (Big St),13.06182180041823,80.27568202280194,residential
Veeraraghava Street (Big St),13.0633035,80.27576945,residential
Veeraraghava Street (Big St),13.06305325,80.2757386,residential
C.N. Krishnaswamy Road,13.063405549999999,80.2754816,residential
Lal Mohammed Street,13.063502449999998,80.27607135,residential
Veeraraghava Street (Big St),13.0633035,80.27576945,residential
Arunachala Acharya Street,13.063803785525545,80.27587909713007,residential
Lal Mohammed Street,13.063502449999998,80.27607135,residential
Lal Mohammed Street,13.063672812445752,80.27657501046905,residential
Lal Mohammed Street,13.06377105,80.27731635,residential
OVM Street,13.063482249958565,80.27742535233426,residential
Lal Mohammed Street,13.063779403943537,80.27781079551504,residential
Mosque Street,13.06252845,80.2769807,residential
Mosque Street,13.062543550000001,80.27720725,residential
KMS Street,13.062333599999999,80.27699275,residential
Mosque Street,13.062543550000001,80.27720725,residential
Mosque Street,13.062551500000001,80.2777022,residential
OVM Street,13.06287495,80.2774158,residential
OVM Street,13.0618068,80.27739070000001,residential
Parthasarathy Street,13.0610679,80.27716475,residential
Parthasarathy Street,13.061050999999999,80.2775592,residential
OVM Street,13.0618068,80.27739070000001,residential
Mosque Street,13.0625271,80.27597815,residential
Mosque Street,13.062508699999999,80.27637095,residential
Begum Street,13.06229545,80.276252,residential
Parthasarathy Street,13.0611134,80.27650729999999,residential
Parthasarathy Street,13.0610967,80.2767819,residential
Ranganathan Street,13.06043425,80.2766049,residential
Begum Street,13.061224070214523,80.2765910768757,residential
Parthasarathy Street,13.0610967,80.2767819,residential
Parthasarathy Street,13.0610679,80.27716475,residential
KMS Street,13.06146915,80.27696395000001,residential
KMS Street,13.0604204,80.27697105,residential
OVM Street,13.06287495,80.2774158,residential
OVM Street,13.063482249958565,80.27742535233426,residential
Parthasarathy Street,13.06110575,80.27593905,residential
Parthasarathy Street,13.061113450000002,80.27630414999999,residential
Ayya Street,13.0604337,80.2761902,residential
Sydoji Street,13.05975795,80.27679405,residential
Sydoji Street,13.0597441,80.2772525,residential
KMS Street,13.0604204,80.27697105,residential
KMS Street,13.059054142028657,80.27687709076231,residential
Sydoji Street,13.0597501,80.2762736,residential
Sydoji Street,13.0597507,80.27648515,residential
KMS Street,13.058224450000003,80.27663774999999,residential
Bharathi Salai,13.0584498,80.2765243,tertiary
KMS Street,13.059054142028657,80.2768770907623,residential
Bharathi Salai,13.058292189937228,80.27689970915365,tertiary
KMS Street,13.05630105,80.27627615,residential
Singarachari Street,13.055925850000001,80.27665475,residential
Singarachari Street,13.056032850000003,80.27604045000001,residential
KMS Street,13.0566606,80.2763371,residential
KMS Street,13.057397663416419,80.27647455573457,residential
Sydoji Street,13.0597402,80.2759527,residential
Sydoji Street,13.0597501,80.2762736,residential
Ayya Street,13.0604337,80.2761902,residential
Sydoji Street,13.0597507,80.27648515,residential
Sydoji Street,13.05975795,80.27679405,residential
Ranganathan Street,13.06043425,80.2766049,residential
Triplicane High Road,13.058288000000001,80.2740996,secondary
Triplicane High Road,13.057608550000001,80.27402645000001,secondary
Triplicane High Road,13.056317099999998,80.2738923,secondary
Triplicane High Road,13.05610665,80.2738775,secondary
B.V. Naickan Street,13.0562309,80.27404290000001,residential
Triplicane High Road,13.0556365,80.2738363,secondary
Triplicane High Road,13.05511575,80.27380185,secondary
Triplicane High Road,13.0547364,80.2737976,secondary
Triplicane High Road,13.054136032678077,80.27376578294358,secondary
Palappan Street,13.05455465923983,80.273140099513,residential
Dr Natesan Road,13.051597509221043,80.27410609018276,secondary
Dr Natesan Road,13.051095128252545,80.27421807325922,secondary
Elephant Tank 6th Street,13.051410861758441,80.27362857464242,residential
Dr Natesan Road,13.050759299999998,80.274283,secondary
Dr Natesan Road,13.05048315,80.27432855,secondary
Muthiah Mudali Street,13.050688950000001,80.27389389999999,residential
Dr Natesan Road,13.04894945,80.27460395,secondary
East Depot Street,13.0489457,80.2743193,residential
Dr Natesan Road,13.049484710780781,80.2744701579235,secondary
Irusappa Gramani Street,13.04952323587735,80.27469463968004,tertiary
Dr Natesan Road,13.045697,80.2743778,secondary
Dr Natesan Road,13.046109550721388,80.2744513960214,secondary
Dr Radhakrishnan Salai,13.0434257,80.27400854999999,primary
Dr Natesan Road,13.04339595,80.27432475,secondary
PVK Koil Street,13.042978356985657,80.27438422192354,tertiary
PVK Koil Street,13.04217735,80.27448609999999,tertiary
PVK Koil Street,13.0419724,80.27446914999999,tertiary
PVK Koil Street,13.041265849999998,80.27441285,tertiary
"['PVK Koil Street', 'Barbers Bridge']",13.041582774749974,80.27443377562828,tertiary
PVK Koil Street,13.0402248,80.27432105,tertiary
Srinivasa Road,13.04068805,80.27354125,residential
PVK Koil Street,13.040871610325896,80.27440347032618,tertiary
PVK Koil Street,13.0402248,80.27432105,tertiary
Rakkiyappa Street,13.04003496752507,80.27342165285918,residential
PVK Koil Street,13.039499993165498,80.27410343945749,tertiary
Bazaar Road,13.038908500000002,80.27390614999999,tertiary
PVK Koil Street,13.039499993165498,80.27410343945749,tertiary
Paripoona Vinyagar Koil 3rd Lane,13.03907235748665,80.27438157747828,residential
Bazaar Road,13.038908500000002,80.27390614999999,tertiary
Bazaar Road,13.0384732,80.2738697,tertiary
Karaneeswarar Koil Street,13.038226850000001,80.27394065,residential
Bazaar Road,13.0384732,80.2738697,tertiary
Bazaar Road,13.038098898054514,80.27384535524308,tertiary
Bazaar Road,13.037508649999998,80.2738485,tertiary
Bazaar Lane,13.03760995,80.2733818,residential
Bazaar Road,13.037752428233999,80.27381346465911,tertiary
G.N. Chetty Street,13.037374400000001,80.27423970000001,residential
Bazaar Road,13.037508649999998,80.2738485,tertiary
Bazaar Road,13.03718765,80.27384755,tertiary
Bazaar Road,13.0368478,80.2738152,tertiary
Bazaar Road,13.036730550000001,80.2738027,tertiary
Bazaar Road,13.036441799999999,80.2737927,tertiary
Bazaar Road,13.035977800000001,80.2737738,tertiary
Paripoorna Vinayagar Koil Street,13.036219200000001,80.27368095,residential
Papanasam Sivan Salai,13.036167518086485,80.27405333072163,residential
Rosary Church Road,13.0341419,80.27419035,secondary
Devadi Street,13.034096649999999,80.27371155,tertiary
Bazaar Road,13.034999562408784,80.27374506764619,tertiary
Devadi Street,13.034096649999999,80.27371155,tertiary
Devadi Street,13.033641365004693,80.27375003036556,tertiary
Devadi Street,13.03311345,80.27386670000001,tertiary
Nadu Street,13.032899941887568,80.27369901376183,residential
Devadi Street,13.032361032360921,80.27396401230772,tertiary
Muthukrishnan Street,13.031813750000001,80.27469495,residential
Devadi Street,13.031658400000003,80.27402895,tertiary
Devadi Street,13.032361032360921,80.27396401230772,tertiary
Appu Street,13.031444,80.27405590000001,tertiary
Chitrakulam North Street,13.031504550000001,80.27380365,tertiary
Devadi Street,13.031658400000003,80.27402895,tertiary
Appu Street,13.030400100000001,80.27428945,tertiary
Appu Street,13.031007669764424,80.27414748519416,tertiary
Muthu Street,13.030614555094067,80.27477849698874,residential
Appu Street,13.030400100000001,80.27428945,tertiary
Appu Street,13.03011865,80.27435489999999,tertiary
Appu Street 1st Lane,13.0301662,80.27492649999999,residential
Appu Street,13.02983275,80.2744227,tertiary
Appu Street,13.02929135,80.27456315,tertiary
Appu 2nd Lane,13.029622902486357,80.27532956723186,residential
Foreshore Estate Link,13.0287332,80.2791403,tertiary
Foreshore Estate Link,13.0280806,80.27904724999999,tertiary
Madha Church Road,13.028210299999998,80.2789038,residential
Madha Church Road,13.028244449999999,80.278543,residential
Madha Church Road,13.028210299999998,80.2789038,residential
Madha Church Road,13.02827495,80.2782455,residential
Madha Church Road,13.028244449999999,80.278543,residential
K.S. Koil Street,13.02813095,80.27832760000001,living_street
K.S. Koil Street,13.028813485558269,80.2784196194999,residential
Custain Beach Road,13.0286383,80.27709795000001,residential
Madha Church Road,13.028556146936515,80.27672225623292,residential
Madha Church Road,13.028390814846768,80.2774857003368,residential
Thandayarajan Street,13.02898085,80.27601475,residential
Madha Church Road,13.028951184314415,80.27528720613864,tertiary
Madha Church Road,13.028704876590147,80.2761448507052,tertiary
Appu Street,13.02929135,80.27456315,tertiary
Madha Church Road,13.02892425,80.2743954,tertiary
Madha Church Road,13.028951184314415,80.27528720613863,tertiary
Periyapillai Street,13.02843845,80.27358,residential
Madha Church Road,13.028708250000001,80.2735429,tertiary
Madha Church Road,13.028792175278376,80.27387494340238,tertiary
Madha Church Road,13.02871175,80.27270425,tertiary
Madha Church Road,13.0286909,80.27315235,tertiary
New Street,13.029371781588372,80.27283730089184,residential
2nd Trust Main Road,13.0286541,80.2725059,residential
Madha Church Road,13.02871175,80.27270425,tertiary
Mandaveli Road,13.028814286014216,80.27241220467748,tertiary
Mandaveli Road,13.02913105,80.27190594999999,tertiary
Mandaveli Road,13.0289566,80.27216684999999,tertiary
Solaiappan Street,13.029331599999999,80.2717522,residential
Mandaveli Road,13.02913105,80.27190594999999,tertiary
Mandaveli Road,13.029348990769984,80.27141505247563,tertiary
Kesava Perumal East Street,13.0297415,80.27114850000001,residential
Mandaveli Road,13.029374726717004,80.27053946112513,tertiary
Mandaveli Road,13.029348990769984,80.27141505247563,tertiary
Mosque Street,13.02961775,80.26984895,residential
Mandaveli Road,13.0293302,80.26941055,tertiary
Mandaveli Road,13.0293581,80.26991455,tertiary
Mandaveli Road,13.0292842,80.26863184999999,tertiary
Mandaveli Road,13.0293302,80.26941055,tertiary
Mandaveli Road,13.029260599999999,80.26825735,tertiary
Mandaveli Road,13.0292842,80.26863184999999,tertiary
Norton Road,13.029095499999999,80.26830475,residential
Mandaveli Road,13.02923775,80.2667041,tertiary
Mandaveli Road,13.02927225,80.2670655,tertiary
Nainiappan Street,13.02948465,80.2625644,residential
St. Mary's Road,13.029738432940336,80.26220680786292,secondary
St. Mary's Road,13.029589044852298,80.26305363712551,secondary
"[""St. Mary's Road"", ""St Mary's Road""]",13.029227504001799,80.26097081360848,secondary
St. Mary's Road,13.029522975521058,80.26141737275216,secondary
Sringeri Mutt Road,13.028871770226576,80.26113433343438,tertiary
Canal Bank Road,13.02906005,80.26068205,residential
St. Mary's Road,13.02936365,80.2607617,secondary
"[""St. Mary's Road"", ""St Mary's Road""]",13.029227504001797,80.26097081360847,secondary
Subbarayan Salai,13.0297255,80.26086685,residential
St. Mary's Road,13.02936365,80.2607617,secondary
St. Mary's Road,13.029426709737523,80.26051344639912,secondary
St. Mary's Road,13.029305200000001,80.2600858,secondary
St. Mary's Road,13.029426709737521,80.26051344639912,secondary
St. Mary's Road,13.02881465,80.25784705000001,secondary
St. Mary's Road,13.028833123525287,80.25835418427059,secondary
1st Main Road,13.028389700171182,80.25792929533206,residential
CP Ramaswamy Road,13.0284727,80.25642875,secondary
St. Mary's Road,13.028869902734755,80.2571191502059,secondary
St. Mary's Road,13.028979085670494,80.25584379862828,secondary
St. Mary's Road,13.02908056343233,80.25458859831237,secondary
St. Mary's Road,13.028979085670494,80.25584379862828,secondary
Prithvi Avenue,13.029681164677891,80.25409098505645,residential
St. Mary's Road,13.02908056343233,80.25458859831237,secondary
1st Main Road,13.02863081786126,80.25392116467579,tertiary
St. Mary's Road,13.029114731112537,80.25088657181473,secondary
T T Krishnamachari Road,13.029992748148137,80.25066098266669,secondary
Muthuswamy Road,13.076288381229242,80.28377197894129,primary
Rajaji Salai,13.073928154302317,80.28555253043722,primary
Muthuswamy Road,13.073925911283283,80.2859254303859,primary
Rajaji Salai,13.074275056137356,80.28595741960083,primary
Anna Salai (Mount Road),13.0620913,80.26294075000001,primary
Binny Road,13.062941149852461,80.26207650009712,secondary
Rukmani Lakshmipathi Road,13.06390375,80.2599991,secondary_link
Ethiraj Salai,13.06399649445782,80.25971872964274,secondary
P.V Cheriyan Road,13.062995728289025,80.25820171315691,residential
Ethiraj Salai,13.064232653834308,80.25924783277293,secondary
Ethiraj Salai,13.06582600891691,80.2567200670083,secondary
Ethiraj Salai,13.06450773394135,80.25884207582438,secondary
Blackers Road,13.06817085,80.2706211,secondary
West Cooum River Road,13.06829775,80.2693962,tertiary
"['Adithanar Road', 'Harris Bridge']",13.068378062055835,80.26895168325649,secondary
C.P. Mudali Street,13.069003599999998,80.26766535,residential
C.P. Mudali Street,13.0689671,80.2673474,residential
Adithanar Road,13.068879067477663,80.2676482026242,secondary
Adithanar Road,13.06977195,80.26651945,secondary
Manickam Street,13.071925799999999,80.2640581,residential
Adithanar Road,13.071827111550434,80.26434992444896,secondary
Adithanar Road,13.07243400507906,80.26335395499912,secondary
Adithanar Road,13.072434005079058,80.26335395499912,secondary
Adithanar Road,13.072909934350605,80.26192290289232,secondary
Langs Garden Park,13.080526200000003,80.26513990000001,secondary
Halls Road,13.074732983231018,80.25751450856829,secondary
Casa Major Road,13.0710365,80.25406465,secondary
Casa Major Road,13.071103749999999,80.25399225000001,secondary
Casa Major Road,13.0708629,80.2542405,secondary
Casa Major Road,13.069773656525191,80.25522099290473,secondary
Casa Major Road,13.0715864,80.2533573,secondary
Casa Major Road,13.071941352614617,80.25293135227797,secondary
SAIT Colony 1st Street,13.072299096098524,80.25329185153613,residential
Mayor Ramanathan Road (Spur Tank Road),13.071051899999999,80.24741259999999,secondary
Mayor Ramanathan Road (Spur Tank Road),13.071485927215177,80.24884301059939,secondary
Gengu Reddy Road,13.074799550000002,80.2522329,secondary
Egmore High Road,13.074470840698883,80.25232647574622,secondary
Gengu Reddy Road,13.074920800000001,80.2522309,secondary
Gengu Reddy Subway,13.076643343472279,80.25202861885744,secondary
Egmore High Road,13.074891320299185,80.25550315259514,secondary
Gandhi Irwin Road,13.074841895939777,80.25671099965216,secondary
Gangu Reddy Road,13.0749715,80.25363415000001,residential
Egmore High Road,13.074811544395747,80.25424710691077,secondary
Egmore High Road,13.074413074563541,80.25342072801898,secondary
SAIT Colony 1st Street,13.07418465,80.2531147,residential
Egmore High Road,13.074222349999998,80.25307194999999,secondary
Egmore High Road,13.074413074563541,80.25342072801897,secondary
Gengu Reddy Road,13.073190416716345,80.25247685037375,secondary
Mayor Sathyamurthy Road,13.073728750000003,80.24739675000001,residential
Mayor Sathyamurthy Road,13.0738328611835,80.24842109261527,residential
Club Road,13.0730471,80.24733485,residential
Club Road,13.073166831278186,80.24852401013621,residential
Kenneth Lane,13.07467095,80.26276935,residential
Pantheon Road,13.073965333090172,80.26199755590909,secondary
Kenneth Lane,13.07692107374455,80.26243145032895,residential
Gandhi Irwin Road,13.077573112410395,80.2618696227489,secondary
Wallers Road,13.0695522,80.2723165,residential
Anna Salai (Mount Road),13.06972005,80.27265835,primary
Wallers Road,13.06993785,80.27122415,residential
Wallers Road,13.06988185,80.27141019999999,residential
Narasingapuram Street,13.069021224946844,80.27117100990885,residential
Hussain Sahib Street,13.07020035,80.27114315,residential
Wallers Road,13.070023299999999,80.27091025,residential
Wallers Road,13.06993785,80.27122415,residential
Meeran Sahib Street,13.0695394,80.27063525,residential
Wallers Road,13.070102,80.27056329999999,residential
Wallers Road,13.070023299999999,80.27091025,residential
Singanna Street,13.07037745,80.27041775000001,residential
Wallers Road,13.070161050000001,80.27029815,residential
Wallers Road,13.070102,80.27056329999999,residential
West Cooum River Road,13.0708393,80.26921229999999,tertiary
Wallers Road,13.070314950000002,80.26978980000001,residential
West Cooum River Road,13.070130378471422,80.26945808000426,tertiary
Wallers Road,13.06988185,80.27141019999999,residential
Wallers Road,13.06973765,80.27182314999999,residential
Ritchie Street,13.07015165,80.27152824999999,residential
Atthipattan Street,13.07029785,80.27201575000002,residential
Ritchie Street,13.07064445,80.2716856,residential
Ritchie Street,13.07015165,80.27152824999999,residential
Atthipattan Street,13.0704983,80.27143939999999,residential
Sivaprakasam Street,13.071155300000001,80.27169029999999,residential
Ritchie Street,13.070991,80.27179465,residential
Ritchie Street,13.07147184254663,80.27196264794226,residential
Singanna Street,13.070839849999999,80.27047114999999,residential
Singanna Street,13.071201049999999,80.2704905,residential
Atthipattan Street,13.07093235,80.2707091,residential
Atthipattan Street,13.071089302233984,80.27007240259773,residential
Singanna Street,13.07144345,80.27049635,residential
Singanna Street,13.0717562,80.27049385,residential
Singanna Street,13.0717562,80.27049385,residential
Singanna Street,13.072428576075243,80.27057071819021,residential
Sivaprakasam Street,13.07194769687787,80.27066805388502,residential
Singanna Street,13.073599649999998,80.27087119999999,residential
Guruvappa Street,13.07291225,80.2705622,residential
Singanna Street,13.072428576075243,80.27057071819021,residential
Singanna Street,13.074660949999998,80.27117329999999,residential
Arunachalam Street,13.0749649,80.27151165,secondary
Arunachalam Street,13.075062299999999,80.27100734999999,secondary
Singanna Street,13.076033259951542,80.27152366014295,residential
Guruvappa Street,13.073171550000001,80.2693604,residential
Guruvappa Street,13.0730482,80.26982264999998,residential
Swami Naicken Street,13.076739173990333,80.2706573396134,residential
Swami Naicken Street,13.077936513693526,80.2709765664462,residential
Guruvappa Street,13.072979800000002,80.2701264,residential
Guruvappa Street,13.0729471,80.27032715,residential
Ayya Mudali Street,13.073024649999999,80.2690677,residential
Ayya Mudali Street,13.074052,80.26932285000001,residential
Guruvappa Street,13.073306800000001,80.26884995,residential
Guruvappa Street,13.073171550000001,80.2693604,residential
Guruvappa Street,13.073306800000001,80.26884995,residential
Kalavai Street,13.073976559804567,80.2687516149762,residential
Guruvappa Street,13.073492855588984,80.26805836897813,residential
Nyniappan Street,13.0738369,80.26758805,residential
Guruvappa Street,13.073643249999998,80.2673484,residential
Guruvappa Street,13.073492855588984,80.26805836897813,residential
West Cooum River Road,13.074290946897099,80.2665443375149,tertiary
West Cooum River Road,13.073272210828732,80.26724974425511,tertiary
Guruvappa Street,13.073660898757295,80.26705753732273,residential
West Cooum River Road,13.0708393,80.26921229999999,tertiary
West Cooum River Road,13.071964548097162,80.26844679318205,tertiary
Atthipattan Street,13.071165142729749,80.26936356155419,residential
West Cooum River Road,13.0727706,80.26765785,tertiary
Palli Street,13.072617294823548,80.26837290657873,residential
West Cooum River Road,13.07196454809716,80.26844679318205,tertiary
West Cooum River Road,13.0727706,80.26765785,tertiary
West Cooum River Road,13.073272210828732,80.26724974425511,tertiary
West Cooum River Road,13.075262940524592,80.26626682291116,tertiary
West Cooum River Road,13.074290946897099,80.2665443375149,tertiary
West Cooum River Road,13.075859428967336,80.26630177192932,tertiary
West Cooum River Road,13.075262940524592,80.26626682291116,tertiary
West Cooum River Road,13.075859428967336,80.26630177192932,tertiary
"['Arunachalam Street', 'Arunachallam Street', 'St. Andrews Bridge']",13.076287208119572,80.26591477174507,secondary
West Cooum River Road,13.0772241,80.2666282,tertiary
Mangapathi Street,13.07694995,80.2669229,secondary
West Cooum River Road,13.0772241,80.2666282,tertiary
West Cooum River Road,13.077817864421828,80.26685206799554,tertiary
Mukki Amman Koil Street,13.078195149999999,80.2674061,residential
West Cooum River Road,13.078215799999999,80.26705325,tertiary
"['Dams Road', 'West Cooum River Road']",13.078541154521233,80.26723658849552,tertiary
Laffond Street,13.0775197,80.27239975,residential
