name,latitude,longitude,road_type,status
Habibullah Road,13.04847925,80.24568550000001,residential,Safe
Habibullah Road,13.04884730914685,80.24518302255187,residential,Safe
Prakasam Street,13.049433006659996,80.24553975723403,residential,Safe
Habibullah Road,13.0498376,80.2397626,residential,Safe
Habibullah Road,13.0497359,80.24030975,residential,Safe
Thirumalai Pillai Road,13.050118499999998,80.24034275,secondary,Safe
Habibullah Road,13.0506025,80.2355809,residential,Safe
Periyar Road,13.05102605,80.235413,residential,Safe
Habibullah Road,13.05078320556152,80.23458951245448,residential,Safe
Periyar Road,13.05324805,80.2361013,residential,Safe
Dr MGR Salai,13.053574292197633,80.23543165623589,primary,Safe
Dharmapuram Main Road,13.05312085,80.2377118,residential,Safe
Dr MGR Salai,13.053267071471865,80.23710012868533,primary,Safe
Kodambakkam Railway Flyover,13.053834549999998,80.2340811,primary,Safe
Mamabalam Highway,13.053825371033597,80.23358912248018,tertiary,Safe
Kodambakkam Railway Flyover,13.05400295,80.2281263,primary,Safe
Kodambakkam Railway Flyover,13.054058789560978,80.23114024277443,primary,Safe
Anna Main Road,13.0529985,80.22402005000001,tertiary,Safe
Anna Main Road,13.05338205,80.2241011,tertiary,Safe
Nagerkoyil Sudalaimuthu Krishnan (NSK) Salai,13.053440501131227,80.22466138598237,"['primary', 'primary_link']",Safe
Rangarajapuram Main Road,13.052374300757664,80.22185002088533,tertiary,Safe
Palayakaran Street,13.051783599999998,80.2189884,residential,Safe
Palayakaran Street,13.05202955,80.21898905,residential,Safe
Nagerkoyil Sudalaimuthu Krishnan (NSK) Salai,13.051983,80.2191083,primary,Safe
Nagerkoyil Sudalaimuthu Krishnan (NSK) Salai,13.0515366,80.21781555,primary,Safe
VOC 1st Main Road,13.05114205,80.21765405,residential,Safe
Kodambakkam – Sriperumbudur Road,13.034705099999998,80.156023,primary,Blocked
Mount Poonamallee Highway,13.03470295,80.15626335,tertiary,Blocked
Kodambakkam – Sriperumbudur Road,13.03356755,80.155157,primary,Blocked
Vanniyar Street,13.033634298847808,80.1556123795802,residential,Blocked
Kodambakkam – Sriperumbudur Road,13.03178085,80.15367115,primary,Safe
Kodambakkam – Sriperumbudur Road,13.02245585,80.14599205,primary,Safe
Arcot Road,13.04777405,80.203546,primary,Safe
Arcot Road,13.047438805065672,80.19507262603403,primary,Safe
"kamarajar Salai, AVM Avenue 1st Main Road",13.0466973,80.18934725,tertiary,Safe
Arcot Road,13.046533921846423,80.18952927513855,primary,Safe
Arcot Road,13.04637278932789,80.18885392811828,primary,Safe
First Main Road,13.0454754,80.1868058,residential,Safe
First Main Road,13.045767209839733,80.1867632475123,residential,Safe
Arcot Road,13.045718281869068,80.18711407781686,primary,Safe
Thiruvalluvar Salai,13.044886949999997,80.18599995,secondary,Safe
Arcot Road,13.045211589869886,80.18640291037613,primary,Safe
Radhakrishna Salai,13.043463500930375,80.18219390508328,tertiary,Safe
Arcot Road,13.043248663082178,80.18234364250328,primary,Safe
Arcot Road,13.042329071997006,80.18065397204181,primary,Safe
Arcot Road,13.042063200256315,80.1776222314438,primary,Safe
Arcot Road,13.0411011,80.17338925,primary,Safe
Arcot Road,13.0409417,80.17291374999999,primary,Safe
Arcot Road,13.039503404544918,80.17005649739141,primary,Safe
Arcot Road,13.038328175679192,80.16504696296579,primary,Safe
Arcot Road,13.038244778215986,80.16372945653845,primary,Safe
Arcot Road,13.03806465,80.16275115,primary,Safe
Alapakkam Main Road,13.03830975,80.1626588,secondary,Safe
Rajeswari Nagar Main Road,13.03778315,80.1595187,residential,Blocked
Arcot Road,13.037648276639688,80.16011370340517,primary,Blocked
Arcot Road,13.037001881074488,80.15825257265296,primary,Blocked
"['Dr MGR Salai', 'Doctor M.G.R. Salai']",13.052708213438583,80.24434721461029,primary,Safe
Mayor Sundar Rao Street,13.049555,80.2476185,tertiary,Safe
Gopathi Narayanaswami Road,13.05009281102555,80.24823471698937,secondary,Safe
Cathedral Garden Road,13.051831203258438,80.24859388952927,tertiary,Safe
"['Uttamar Gandhi Salai (Nungambakkam High Road)', 'Doctor M.G.R. Salai']",13.05332431039507,80.24973874854658,primary,Safe
Babu Street,13.0493156,80.2500919,residential,Safe
Anna Salai (Mount Road),13.04907145,80.24977495,primary,Safe
Anna Salai,13.04954045,80.24972505,primary,Safe
Mayor Sundar Rao Street,13.049455553239945,80.24868705125034,tertiary,Safe
Uttamar Gandhi Salai,13.0519959,80.25107080000001,primary,Safe
Uttamar Gandhi Salai,13.052094472578542,80.25084573803916,primary,Safe
Anna Salai (Mount Road),13.04969515,80.2498712,primary,Safe
Eldams Road,13.038063449999996,80.2567191,secondary,Safe
Mowbrays Road,13.038344888241683,80.25698847626693,secondary,Safe
Luz Church Road,13.03874855,80.25752475,secondary,Safe
Musiri Subramanium Road,13.038782152036848,80.25832883152566,secondary,Safe
Musiri Subramanium Road,13.03872885,80.25924524999999,secondary,Safe
Luz Church Road,13.038640279790425,80.25858535573643,secondary,Safe
Bharathi Salai,13.058559,80.2683823,tertiary,Safe
Chinna Piliyar Koil Street,13.058983409601677,80.26865498918737,residential,Safe
Bharathi Salai,13.058388333570672,80.26739713699624,tertiary,Safe
Chinna Piliyar Koil Street,13.05952775,80.2692119,residential,Safe
Chinna Piliyar Koil Street,13.058983409601677,80.26865498918737,residential,Safe
Chinna Piliyar Koil Street,13.05952775,80.2692119,residential,Safe
Gulam Mohideen Street,13.0599562,80.26939469999999,residential,Safe
Chinna Piliyar Koil Street,13.059909706122244,80.26973074606798,residential,Safe
Chinna Piliyar Koil Street,13.06071255,80.27151745,residential,Safe
Kuppumuthu Street,13.06134045,80.27152855,residential,Safe
Chinna Piliyar Koil Street,13.060841223269652,80.27244524390913,residential,Safe
Subathral Street,13.061112449999998,80.27334955,residential,Safe
Chinna Piliyar Koil Street,13.060931418483268,80.27350795092856,residential,Safe
Chinna Piliyar Koil Street,13.060841223269652,80.27244524390913,residential,Safe
Chinna Piliyar Koil Street,13.0609242,80.27414759999999,residential,Safe
Chinna Piliyar Koil Street,13.060934499999998,80.2738216,residential,Safe
Chinna Piliyar Koil Street,13.0609242,80.27414759999999,residential,Safe
Triplicane High Road,13.06071125,80.27431594999999,secondary,Safe
Khana Bagh Street,13.060899299999996,80.27444315,residential,Safe
Triplicane High Road,13.0612514,80.27432160000001,secondary,Safe
Anna Salai (Mount Road),13.06847245,80.2717499,primary,Safe
Wallajah Road,13.0668027,80.2736567,secondary,Safe
Triplicane High Road,13.06681935,80.27371245,secondary,Safe
Triplicane High Road,13.066667249999998,80.27369635,secondary,Safe
Arunachala Acharya Street,13.065445100000002,80.2761028,residential,Safe
Wallajah Road,13.0658809,80.27596940000001,secondary,Safe
KMS Street,13.06514255,80.2773203,residential,Safe
Wallajah Road,13.0655420240367,80.27676910980435,secondary,Safe
Wallajah Road,13.06501848854962,80.27783811923752,secondary,Safe
Babu Jagjivanram Salai,13.064830399486228,80.27833339507983,tertiary,Safe
Babu Jagjivanram Salai,13.06316555,80.27809205,tertiary,Safe
Babu Jagjivanram Salai,13.0640316,80.2782323,tertiary,Safe
Lal Mohammed Street,13.063779403943537,80.27781079551504,residential,Safe
Babu Jagjivanram Salai,13.06316555,80.27809205,tertiary,Safe
Mosque Street,13.0625515,80.2777022,residential,Safe
Babu Jagjivanram Salai,13.061795033683708,80.277874786477,tertiary,Safe
Babu Jagjivanram Salai,13.06091045,80.27772535,tertiary,Safe
Parthasarathy Street,13.061051,80.2775592,residential,Safe
Babu Jagjivanram Salai,13.061795033683708,80.277874786477,tertiary,Safe
Babu Jagjivanram Salai,13.05895315,80.27739505,tertiary,Safe
Sydoji Street,13.0597441,80.2772525,residential,Safe
Babu Jagjivanram Salai,13.0602508804396,80.27761327132731,tertiary,Safe
Bharathi Salai,13.05815195,80.27742169999999,tertiary,Safe
Babu Jagjivanram Salai,13.05895315,80.27739505,tertiary,Safe
Bharathi Salai,13.0581971,80.2771844,tertiary,Safe
Adams Street,13.065883314875496,80.28138845391626,residential,Safe
Wallajah Road,13.064418701628492,80.28207753554088,secondary,Safe
Kamarajar Salai,13.06793395,80.28421655,primary,Safe
Swami Sivananda Salai,13.06781550855813,80.28294289289217,tertiary,Safe
Swami Sivananda Salai,13.07157900904152,80.2748090428487,tertiary,Safe
Anna Salai (Mount Road),13.02409577357726,80.2280620754784,primary,Safe
Seshachala Mudali Street,13.023772452536354,80.22743932927487,residential,Safe
Alandur Road,13.02041405,80.2215639,tertiary,Safe
Police Lane,13.020427113182036,80.22156735489465,living_street,Safe
"['Alandur Road', 'Bazaar Road Subway', 'Bazaar Road']",13.02119179257085,80.22298657729814,tertiary,Safe
Police Lane,13.019456322804778,80.22172680275584,living_street,Safe
Alandur Road,13.0201733,80.22112530000001,tertiary,Safe
Alandur Road,13.019971838928534,80.22072608730437,tertiary,Safe
Alandur Road,13.015962149999998,80.21542675,secondary,Safe
Alandur Road,13.015070820108148,80.21485875588365,secondary,Safe
Alandur Road,13.013022420855254,80.21363657573715,secondary,Safe
Alandur Road,13.01507082010815,80.21485875588365,secondary,Safe
Alandur Road,13.00902715,80.21066795,secondary,Safe
Anna Salai (Mount Road),13.008790781271896,80.21098835829116,primary,Safe
Alandur Road,13.01065825305849,80.21194764212443,secondary,Safe
Water Works Road,13.012899312395774,80.20815229590856,secondary,Safe
Water Works Road,13.012838697399827,80.20846077092352,secondary,Safe
Alandur Road,13.013022420855256,80.21363657573717,secondary,Safe
Alandur Road,13.010658253058494,80.21194764212443,secondary,Safe
Racecourse Road,13.01018108112053,80.21588661068213,secondary,Safe
"['Anna Salai (Mount Road)', 'Guindy Bridge']",13.009522714211712,80.21347077758006,primary,Safe
Racecourse Road,13.00942405,80.21466425000001,secondary,Safe
Racecourse Road,13.005405152746173,80.2126875837362,secondary,Safe
"['Race Course Road', 'Racecourse Road']",13.00452383485147,80.21230817240227,secondary,Safe
Five Furlong Road,13.0037488,80.21203915000001,secondary,Safe
Five Furlong Road,13.00256575,80.21211145000001,secondary,Safe
Pillayar koil street,13.002465490057402,80.21160818487803,tertiary,Safe
Five Furlong Road,13.00170860817162,80.2126192285289,secondary,Safe
Five Furlong Road,12.9972434,80.21651,secondary,Safe
Five Furlong Road,12.99908097846683,80.21481297136711,secondary,Safe
Velachery Main Road,12.998154430901698,80.21659280005433,secondary,Safe
Triplicane High Road,13.0591031,80.2741867,secondary,Safe
Triplicane High Road,13.058288,80.2740996,secondary,Safe
Bharathi Salai,13.0589328,80.27397705,tertiary,Safe
Bharathi Salai,13.058863257322948,80.27440451174093,tertiary,Safe
Triplicane High Road,13.059469449999998,80.274226,secondary,Safe
Abdullah Sahib Street,13.0596795,80.2737426,residential,Safe
Triplicane High Road,13.05995093484912,80.27426752812028,secondary,Safe
Triplicane High Road,13.0612514,80.27432160000001,secondary,Safe
Buchi Babu Street,13.061420848107176,80.27484548536135,residential,Safe
Triplicane High Road,13.062039406972472,80.27426351301091,secondary,Safe
Triplicane High Road,13.0625233,80.27420724999999,secondary,Safe
Nagappa Iyer Street,13.062403799999998,80.27410155,residential,Safe
Triplicane High Road,13.062039406972472,80.27426351301091,secondary,Safe
Chinna Thambi Street,13.0628448,80.27363915000001,residential,Safe
Triplicane High Road,13.0630954,80.27412505000001,secondary,Safe
Triplicane High Road,13.0627773,80.27416790000001,secondary,Safe
Triplicane High Road,13.0642853,80.2739391,secondary,Safe
Triplicane High Road,13.064150500000002,80.2739471,secondary,Safe
Pachiappan Street,13.064272425682107,80.27279712568125,residential,Safe
Mukutharunisa Begum Street,13.06548545,80.27363890000001,residential,Safe
Triplicane High Road,13.0655956,80.2737759,secondary,Safe
Triplicane High Road,13.06535765,80.2737989,secondary,Safe
Khana Bagh Street,13.0608625,80.27496239999999,residential,Safe
Buchi Babu Street,13.0607181,80.27505264999999,living_street,Safe
Khana Bagh Street,13.06085625,80.2753549,residential,Safe
Buchi Babu Street,13.061420848107176,80.27484548536135,residential,Safe
Veeraraghava Street (Big St),13.06097595,80.27567404999999,residential,Safe
Veeraraghava Street (Big St),13.0607317,80.27566875,residential,Safe
Khana Bagh Street,13.06085625,80.2753549,residential,Safe
Sydoji Street,13.0597402,80.2759527,residential,Safe
Veeraraghava Street (Big St),13.060168013948749,80.27569648012881,residential,Safe
Veeraraghava Street (Big St),13.059206114572056,80.2757342084901,residential,Safe
Parthasarathy Street,13.06110575,80.27593905,residential,Safe
Veeraraghava Street (Big St),13.06097595,80.27567404999999,residential,Safe
Veeraraghava Street (Big St),13.06182180041823,80.27568202280193,residential,Safe
Veeraraghava Street (Big St),13.06305325,80.2757386,residential,Safe
Veeraraghava Street (Big St),13.0627251,80.2757161,residential,Safe
Mosque Street,13.0625271,80.27597815,residential,Safe
Veeraraghava Street (Big St),13.0627251,80.2757161,residential,Safe
Veeraraghava Street (Big St),13.06182180041823,80.27568202280194,residential,Safe
Veeraraghava Street (Big St),13.0633035,80.27576945,residential,Safe
Veeraraghava Street (Big St),13.06305325,80.2757386,residential,Safe
C.N. Krishnaswamy Road,13.06340555,80.2754816,residential,Safe
Lal Mohammed Street,13.063502449999998,80.27607135,residential,Safe
Veeraraghava Street (Big St),13.0633035,80.27576945,residential,Safe
Arunachala Acharya Street,13.063803785525543,80.27587909713007,residential,Safe
Lal Mohammed Street,13.063502449999998,80.27607135,residential,Safe
Lal Mohammed Street,13.063672812445752,80.27657501046905,residential,Safe
Lal Mohammed Street,13.06377105,80.27731635,residential,Safe
OVM Street,13.063482249958565,80.27742535233426,residential,Safe
Lal Mohammed Street,13.063779403943537,80.27781079551504,residential,Safe
Mosque Street,13.06252845,80.2769807,residential,Safe
Mosque Street,13.06254355,80.27720725,residential,Safe
KMS Street,13.0623336,80.27699275,residential,Safe
Mosque Street,13.06254355,80.27720725,residential,Safe
Mosque Street,13.0625515,80.2777022,residential,Safe
OVM Street,13.06287495,80.2774158,residential,Safe
OVM Street,13.0618068,80.27739070000001,residential,Safe
Parthasarathy Street,13.0610679,80.27716475,residential,Safe
Parthasarathy Street,13.061051,80.2775592,residential,Safe
OVM Street,13.0618068,80.27739070000001,residential,Safe
Mosque Street,13.0625271,80.27597815,residential,Safe
Mosque Street,13.0625087,80.27637095,residential,Safe
Begum Street,13.06229545,80.276252,residential,Safe
Parthasarathy Street,13.0611134,80.27650729999999,residential,Safe
Parthasarathy Street,13.0610967,80.2767819,residential,Safe
Ranganathan Street,13.06043425,80.2766049,residential,Safe
Begum Street,13.061224070214523,80.2765910768757,residential,Safe
Parthasarathy Street,13.0610967,80.2767819,residential,Safe
Parthasarathy Street,13.0610679,80.27716475,residential,Safe
KMS Street,13.06146915,80.27696395000001,residential,Safe
KMS Street,13.0604204,80.27697105,residential,Safe
OVM Street,13.06287495,80.2774158,residential,Safe
OVM Street,13.063482249958565,80.27742535233426,residential,Safe
Parthasarathy Street,13.06110575,80.27593905,residential,Safe
Parthasarathy Street,13.061113450000002,80.27630414999999,residential,Safe
Ayya Street,13.0604337,80.2761902,residential,Safe
Sydoji Street,13.05975795,80.27679405,residential,Safe
Sydoji Street,13.0597441,80.2772525,residential,Safe
KMS Street,13.0604204,80.27697105,residential,Safe
KMS Street,13.059054142028655,80.27687709076231,residential,Safe
Sydoji Street,13.0597501,80.2762736,residential,Safe
Sydoji Street,13.0597507,80.27648515,residential,Safe
KMS Street,13.058224450000004,80.27663774999999,residential,Safe
Bharathi Salai,13.0584498,80.2765243,tertiary,Safe
KMS Street,13.059054142028655,80.2768770907623,residential,Safe
Bharathi Salai,13.058292189937228,80.27689970915365,tertiary,Safe
KMS Street,13.05630105,80.27627615,residential,Safe
Singarachari Street,13.05592585,80.27665475,residential,Safe
Singarachari Street,13.056032850000005,80.27604045000001,residential,Safe
KMS Street,13.0566606,80.2763371,residential,Safe
KMS Street,13.05739766341642,80.27647455573457,residential,Safe
Sydoji Street,13.0597402,80.2759527,residential,Safe
Sydoji Street,13.0597501,80.2762736,residential,Safe
Ayya Street,13.0604337,80.2761902,residential,Safe
Sydoji Street,13.0597507,80.27648515,residential,Safe
Sydoji Street,13.05975795,80.27679405,residential,Safe
Ranganathan Street,13.06043425,80.2766049,residential,Safe
Triplicane High Road,13.058288,80.2740996,secondary,Safe
Triplicane High Road,13.05760855,80.27402645000001,secondary,Safe
Triplicane High Road,13.056317099999998,80.2738923,secondary,Safe
Triplicane High Road,13.05610665,80.2738775,secondary,Safe
B.V. Naickan Street,13.0562309,80.27404290000001,residential,Safe
Triplicane High Road,13.0556365,80.2738363,secondary,Safe
Triplicane High Road,13.05511575,80.27380185,secondary,Safe
Triplicane High Road,13.0547364,80.2737976,secondary,Safe
Triplicane High Road,13.054136032678077,80.27376578294358,secondary,Safe
Palappan Street,13.05455465923983,80.273140099513,residential,Safe
Dr Natesan Road,13.051597509221043,80.27410609018276,secondary,Safe
Dr Natesan Road,13.051095128252545,80.27421807325922,secondary,Safe
Elephant Tank 6th Street,13.05141086175844,80.27362857464242,residential,Safe
Dr Natesan Road,13.050759299999998,80.274283,secondary,Safe
Dr Natesan Road,13.05048315,80.27432855,secondary,Safe
Muthiah Mudali Street,13.05068895,80.27389389999999,residential,Safe
Dr Natesan Road,13.04894945,80.27460395,secondary,Safe
East Depot Street,13.0489457,80.2743193,residential,Safe
Dr Natesan Road,13.04948471078078,80.2744701579235,secondary,Safe
Irusappa Gramani Street,13.04952323587735,80.27469463968004,tertiary,Safe
Dr Natesan Road,13.045697,80.2743778,secondary,Safe
Dr Natesan Road,13.046109550721388,80.2744513960214,secondary,Safe
Dr Radhakrishnan Salai,13.0434257,80.27400854999999,primary,Safe
Dr Natesan Road,13.04339595,80.27432475,secondary,Safe
PVK Koil Street,13.042978356985657,80.27438422192354,tertiary,Safe
PVK Koil Street,13.04217735,80.27448609999999,tertiary,Safe
PVK Koil Street,13.0419724,80.27446914999999,tertiary,Safe
PVK Koil Street,13.041265849999998,80.27441285,tertiary,Safe
"['PVK Koil Street', 'Barbers Bridge']",13.041582774749974,80.27443377562828,tertiary,Safe
PVK Koil Street,13.0402248,80.27432105,tertiary,Safe
Srinivasa Road,13.04068805,80.27354125,residential,Safe
PVK Koil Street,13.040871610325896,80.27440347032618,tertiary,Safe
PVK Koil Street,13.0402248,80.27432105,tertiary,Safe
Rakkiyappa Street,13.04003496752507,80.27342165285918,residential,Safe
PVK Koil Street,13.039499993165498,80.27410343945749,tertiary,Safe
Bazaar Road,13.038908500000002,80.27390614999999,tertiary,Safe
PVK Koil Street,13.039499993165498,80.27410343945749,tertiary,Safe
Paripoona Vinyagar Koil 3rd Lane,13.03907235748665,80.27438157747828,residential,Safe
Bazaar Road,13.038908500000002,80.27390614999999,tertiary,Safe
Bazaar Road,13.0384732,80.2738697,tertiary,Safe
Karaneeswarar Koil Street,13.03822685,80.27394065,residential,Safe
Bazaar Road,13.0384732,80.2738697,tertiary,Safe
Bazaar Road,13.038098898054514,80.27384535524308,tertiary,Safe
Bazaar Road,13.037508649999998,80.2738485,tertiary,Safe
Bazaar Lane,13.03760995,80.2733818,residential,Safe
Bazaar Road,13.037752428234,80.27381346465911,tertiary,Safe
G.N. Chetty Street,13.0373744,80.27423970000001,residential,Safe
Bazaar Road,13.037508649999998,80.2738485,tertiary,Safe
Bazaar Road,13.03718765,80.27384755,tertiary,Safe
Bazaar Road,13.0368478,80.2738152,tertiary,Safe
Bazaar Road,13.03673055,80.2738027,tertiary,Safe
Bazaar Road,13.0364418,80.2737927,tertiary,Safe
Bazaar Road,13.0359778,80.2737738,tertiary,Safe
Paripoorna Vinayagar Koil Street,13.0362192,80.27368095,residential,Safe
Papanasam Sivan Salai,13.036167518086485,80.27405333072163,residential,Safe
Rosary Church Road,13.0341419,80.27419035,secondary,Safe
Devadi Street,13.03409665,80.27371155,tertiary,Safe
Bazaar Road,13.034999562408784,80.27374506764619,tertiary,Safe
Devadi Street,13.03409665,80.27371155,tertiary,Safe
Devadi Street,13.033641365004693,80.27375003036556,tertiary,Safe
Devadi Street,13.03311345,80.27386670000001,tertiary,Safe
Nadu Street,13.032899941887568,80.27369901376183,residential,Safe
Devadi Street,13.03236103236092,80.27396401230772,tertiary,Safe
Muthukrishnan Street,13.03181375,80.27469495,residential,Safe
Devadi Street,13.031658400000005,80.27402895,tertiary,Safe
Devadi Street,13.03236103236092,80.27396401230772,tertiary,Safe
Appu Street,13.031444,80.27405590000001,tertiary,Safe
Chitrakulam North Street,13.03150455,80.27380365,tertiary,Safe
Devadi Street,13.031658400000005,80.27402895,tertiary,Safe
Appu Street,13.0304001,80.27428945,tertiary,Safe
Appu Street,13.031007669764424,80.27414748519416,tertiary,Safe
Muthu Street,13.030614555094068,80.27477849698874,residential,Safe
Appu Street,13.0304001,80.27428945,tertiary,Safe
Appu Street,13.03011865,80.27435489999999,tertiary,Safe
Appu Street 1st Lane,13.0301662,80.27492649999999,residential,Safe
Appu Street,13.02983275,80.2744227,tertiary,Safe
Appu Street,13.02929135,80.27456315,tertiary,Safe
Appu 2nd Lane,13.029622902486356,80.27532956723186,residential,Safe
Foreshore Estate Link,13.0287332,80.2791403,tertiary,Safe
Foreshore Estate Link,13.0280806,80.27904724999999,tertiary,Safe
Madha Church Road,13.028210299999998,80.2789038,residential,Safe
Madha Church Road,13.02824445,80.278543,residential,Safe
Madha Church Road,13.028210299999998,80.2789038,residential,Safe
Madha Church Road,13.02827495,80.2782455,residential,Safe
Madha Church Road,13.02824445,80.278543,residential,Safe
K.S. Koil Street,13.02813095,80.27832760000001,living_street,Safe
K.S. Koil Street,13.028813485558269,80.2784196194999,residential,Safe
Custain Beach Road,13.0286383,80.27709795000001,residential,Safe
Madha Church Road,13.028556146936516,80.27672225623292,residential,Safe
Madha Church Road,13.028390814846768,80.2774857003368,residential,Safe
Thandayarajan Street,13.02898085,80.27601475,residential,Safe
Madha Church Road,13.028951184314415,80.27528720613864,tertiary,Safe
Madha Church Road,13.028704876590147,80.2761448507052,tertiary,Safe
Appu Street,13.02929135,80.27456315,tertiary,Safe
Madha Church Road,13.02892425,80.2743954,tertiary,Safe
Madha Church Road,13.028951184314415,80.27528720613863,tertiary,Safe
Periyapillai Street,13.02843845,80.27358,residential,Safe
Madha Church Road,13.02870825,80.2735429,tertiary,Safe
Madha Church Road,13.028792175278376,80.27387494340238,tertiary,Safe
Madha Church Road,13.02871175,80.27270425,tertiary,Safe
Madha Church Road,13.0286909,80.27315235,tertiary,Safe
New Street,13.029371781588372,80.27283730089184,residential,Safe
2nd Trust Main Road,13.0286541,80.2725059,residential,Safe
Madha Church Road,13.02871175,80.27270425,tertiary,Safe
Mandaveli Road,13.028814286014216,80.27241220467748,tertiary,Safe
Mandaveli Road,13.02913105,80.27190594999999,tertiary,Safe
Mandaveli Road,13.0289566,80.27216684999999,tertiary,Safe
Solaiappan Street,13.0293316,80.2717522,residential,Safe
Mandaveli Road,13.02913105,80.27190594999999,tertiary,Safe
Mandaveli Road,13.029348990769984,80.27141505247563,tertiary,Safe
Kesava Perumal East Street,13.0297415,80.27114850000001,residential,Safe
Mandaveli Road,13.029374726717004,80.27053946112513,tertiary,Safe
Mandaveli Road,13.029348990769984,80.27141505247563,tertiary,Safe
Mosque Street,13.02961775,80.26984895,residential,Safe
Mandaveli Road,13.0293302,80.26941055,tertiary,Safe
Mandaveli Road,13.0293581,80.26991455,tertiary,Safe
Mandaveli Road,13.0292842,80.26863184999999,tertiary,Safe
Mandaveli Road,13.0293302,80.26941055,tertiary,Safe
Mandaveli Road,13.0292606,80.26825735,tertiary,Safe
Mandaveli Road,13.0292842,80.26863184999999,tertiary,Safe
Norton Road,13.0290955,80.26830475,residential,Safe
Mandaveli Road,13.02923775,80.2667041,tertiary,Safe
Mandaveli Road,13.02927225,80.2670655,tertiary,Safe
Nainiappan Street,13.02948465,80.2625644,residential,Safe
St. Mary's Road,13.029738432940336,80.26220680786292,secondary,Safe
St. Mary's Road,13.029589044852298,80.26305363712551,secondary,Safe
"[""St. Mary's Road"", ""St Mary's Road""]",13.0292275040018,80.26097081360848,secondary,Safe
St. Mary's Road,13.029522975521058,80.26141737275216,secondary,Safe
Sringeri Mutt Road,13.028871770226576,80.26113433343438,tertiary,Safe
Canal Bank Road,13.02906005,80.26068205,residential,Safe
St. Mary's Road,13.02936365,80.2607617,secondary,Safe
"[""St. Mary's Road"", ""St Mary's Road""]",13.029227504001796,80.26097081360847,secondary,Safe
Subbarayan Salai,13.0297255,80.26086685,residential,Safe
St. Mary's Road,13.02936365,80.2607617,secondary,Safe
St. Mary's Road,13.029426709737525,80.26051344639912,secondary,Safe
St. Mary's Road,13.0293052,80.2600858,secondary,Safe
St. Mary's Road,13.02942670973752,80.26051344639912,secondary,Safe
St. Mary's Road,13.02881465,80.25784705000001,secondary,Safe
St. Mary's Road,13.028833123525288,80.25835418427059,secondary,Safe
1st Main Road,13.028389700171182,80.25792929533206,residential,Safe
CP Ramaswamy Road,13.0284727,80.25642875,secondary,Safe
St. Mary's Road,13.028869902734757,80.2571191502059,secondary,Safe
St. Mary's Road,13.028979085670494,80.25584379862828,secondary,Safe
St. Mary's Road,13.02908056343233,80.25458859831237,secondary,Safe
St. Mary's Road,13.028979085670494,80.25584379862828,secondary,Safe
Prithvi Avenue,13.029681164677893,80.25409098505645,residential,Safe
St. Mary's Road,13.02908056343233,80.25458859831237,secondary,Safe
1st Main Road,13.02863081786126,80.25392116467579,tertiary,Safe
St. Mary's Road,13.029114731112536,80.25088657181473,secondary,Safe
T T Krishnamachari Road,13.029992748148135,80.25066098266669,secondary,Safe
Muthuswamy Road,13.076288381229242,80.28377197894129,primary,Safe
Rajaji Salai,13.073928154302315,80.28555253043722,primary,Safe
Muthuswamy Road,13.073925911283284,80.2859254303859,primary,Safe
Rajaji Salai,13.074275056137356,80.28595741960083,primary,Safe
Anna Salai (Mount Road),13.0620913,80.26294075000001,primary,Safe
Binny Road,13.06294114985246,80.26207650009712,secondary,Safe
Rukmani Lakshmipathi Road,13.06390375,80.2599991,secondary_link,Safe
Ethiraj Salai,13.06399649445782,80.25971872964274,secondary,Safe
P.V Cheriyan Road,13.062995728289025,80.25820171315691,residential,Safe
Ethiraj Salai,13.064232653834308,80.25924783277293,secondary,Safe
Ethiraj Salai,13.06582600891691,80.2567200670083,secondary,Safe
Ethiraj Salai,13.06450773394135,80.25884207582438,secondary,Safe
Blackers Road,13.06817085,80.2706211,secondary,Safe
West Cooum River Road,13.06829775,80.2693962,tertiary,Safe
"['Adithanar Road', 'Harris Bridge']",13.068378062055835,80.26895168325649,secondary,Safe
C.P. Mudali Street,13.069003599999998,80.26766535,residential,Safe
C.P. Mudali Street,13.0689671,80.2673474,residential,Safe
Adithanar Road,13.068879067477663,80.2676482026242,secondary,Safe
Adithanar Road,13.06977195,80.26651945,secondary,Safe
Manickam Street,13.0719258,80.2640581,residential,Safe
Adithanar Road,13.071827111550434,80.26434992444896,secondary,Safe
Adithanar Road,13.07243400507906,80.26335395499912,secondary,Safe
Adithanar Road,13.072434005079058,80.26335395499912,secondary,Safe
Adithanar Road,13.072909934350603,80.26192290289232,secondary,Safe
Langs Garden Park,13.080526200000005,80.26513990000001,secondary,Safe
Halls Road,13.074732983231018,80.25751450856829,secondary,Safe
Casa Major Road,13.0710365,80.25406465,secondary,Safe
Casa Major Road,13.07110375,80.25399225000001,secondary,Safe
Casa Major Road,13.0708629,80.2542405,secondary,Safe
Casa Major Road,13.069773656525191,80.25522099290473,secondary,Safe
Casa Major Road,13.0715864,80.2533573,secondary,Safe
Casa Major Road,13.071941352614616,80.25293135227797,secondary,Safe
SAIT Colony 1st Street,13.072299096098524,80.25329185153613,residential,Safe
Mayor Ramanathan Road (Spur Tank Road),13.0710519,80.24741259999999,secondary,Safe
Mayor Ramanathan Road (Spur Tank Road),13.071485927215177,80.24884301059939,secondary,Safe
